ID,ID salarié,Date de début,Type,Distance (m),Temps écoulé (s),Date de fin,Commentaire
982,89328,22/07/2025 06:33,Tennis de table,,2952,22/07/2025 07:22,
983,89328,29/07/2025 20:58,Tennis de table,,2467,29/07/2025 21:39,Tournoi régional 🏓
984,89328,10/08/2025 09:09,Tennis de table,,3861,10/08/2025 10:13,Tournoi régional 🏓
985,89328,21/08/2025 17:29,Tennis de table,,2112,21/08/2025 18:04,Tournoi régional 🏓
986,89328,30/08/2025 14:08,Tennis de table,,1871,30/08/2025 14:39,
987,89328,04/09/2025 19:08,Tennis de table,,5146,04/09/2025 20:33,
988,89328,12/09/2025 08:45,Tennis de table,,3047,12/09/2025 09:35,Tournoi régional 🏓
989,89328,13/09/2025 13:52,Tennis de table,,2285,13/09/2025 14:30,Tournoi régional 🏓
990,89328,18/09/2025 06:19,Tennis de table,,2313,18/09/2025 06:57,Tournoi régional 🏓
991,89328,19/09/2025 17:44,Tennis de table,,4925,19/09/2025 19:06,Tournoi régional 🏓
992,89328,20/09/2025 08:01,Tennis de table,,4973,20/09/2025 09:24,
993,89328,30/10/2025 07:06,Tennis de table,,1934,30/10/2025 07:38,Tournoi régional 🏓
994,89328,13/11/2025 17:02,Tennis de table,,2071,13/11/2025 17:36,
995,89328,16/11/2025 13:00,Tennis de table,,4890,16/11/2025 14:21,Tournoi régional 🏓
996,89328,17/11/2025 06:11,Tennis de table,,4546,17/11/2025 07:26,
997,89328,10/12/2025 06:54,Tennis de table,,4856,10/12/2025 08:15,
998,89328,11/12/2025 19:10,Tennis de table,,5302,11/12/2025 20:38,Tournoi régional 🏓
999,89328,15/12/2025 08:52,Tennis de table,,4168,15/12/2025 10:01,Tournoi régional 🏓
1000,89328,25/12/2025 08:18,Tennis de table,,2503,25/12/2025 08:59,Tournoi régional 🏓
1001,89328,26/12/2025 08:58,Tennis de table,,3865,26/12/2025 10:02,
1002,89328,26/01/2026 18:43,Tennis de table,,2239,26/01/2026 19:20,Tournoi régional 🏓
1003,89328,27/01/2026 20:13,Tennis de table,,3906,27/01/2026 21:18,Tournoi régional 🏓
1004,89328,29/01/2026 17:07,Tennis de table,,3708,29/01/2026 18:08,Tournoi régional 🏓
1005,89328,02/02/2026 18:48,Tennis de table,,3279,02/02/2026 19:42,
1006,89328,11/02/2026 08:20,Tennis de table,,3822,11/02/2026 09:23,Tournoi régional 🏓
1007,89328,09/03/2026 19:38,Tennis de table,,4815,09/03/2026 20:58,
1008,89328,11/03/2026 08:35,Tennis de table,,3468,11/03/2026 09:32,
1009,89328,14/03/2026 14:27,Tennis de table,,2573,14/03/2026 15:10,Tournoi régional 🏓
1010,89328,18/03/2026 07:00,Tennis de table,,4561,18/03/2026 08:16,
1011,89328,24/03/2026 17:28,Tennis de table,,3940,24/03/2026 18:33,Tournoi régional 🏓
1012,89328,05/04/2026 08:09,Tennis de table,,3417,05/04/2026 09:06,
1013,89328,16/04/2026 08:04,Tennis de table,,3289,16/04/2026 08:58,Tournoi régional 🏓
1014,50309,01/05/2025 06:48,Runing,4507,1248,01/05/2025 07:08,
1015,50309,03/05/2025 14:29,Runing,8616,2871,03/05/2025 15:16,Belle séance 🔥
1016,50309,15/05/2025 08:48,Runing,3035,780,15/05/2025 09:01,Super sortie 💪
1017,50309,22/05/2025 20:54,Runing,14331,3997,22/05/2025 22:00,Nouveau record !
1018,50309,07/06/2025 12:42,Runing,11930,2779,07/06/2025 13:28,
1019,50309,12/06/2025 19:31,Runing,5584,1607,12/06/2025 19:57,
1020,50309,19/06/2025 07:25,Runing,10630,3481,19/06/2025 08:23,Belle séance 🔥
1021,50309,25/06/2025 07:01,Runing,21348,8843,25/06/2025 09:28,Belle séance 🔥
1022,50309,02/07/2025 17:24,Runing,5189,1765,02/07/2025 17:53,
1023,50309,18/07/2025 07:15,Runing,9688,2739,18/07/2025 08:00,Super sortie 💪
1024,50309,29/07/2025 17:10,Runing,2645,702,29/07/2025 17:21,
1025,50309,14/08/2025 20:01,Runing,17391,5452,14/08/2025 21:31,
1026,50309,15/08/2025 20:36,Runing,5202,1235,15/08/2025 20:56,Nouveau record !
1027,50309,24/08/2025 10:31,Runing,18474,4921,24/08/2025 11:53,Nouveau record !
1028,50309,04/09/2025 19:27,Runing,8611,2753,04/09/2025 20:13,Super sortie 💪
1029,50309,07/09/2025 14:54,Runing,19558,6508,07/09/2025 16:42,Belle séance 🔥
1030,50309,02/10/2025 08:39,Runing,5013,1368,02/10/2025 09:01,Belle séance 🔥
1031,50309,17/10/2025 17:27,Runing,8872,2627,17/10/2025 18:10,Belle séance 🔥
1032,50309,30/10/2025 19:42,Runing,19693,6382,30/10/2025 21:28,Belle séance 🔥
1033,50309,08/11/2025 12:32,Runing,16851,4671,08/11/2025 13:49,Super sortie 💪
1034,50309,10/11/2025 18:13,Runing,17312,6019,10/11/2025 19:53,
1035,50309,11/11/2025 08:23,Runing,17154,5799,11/11/2025 09:59,Belle séance 🔥
1036,50309,21/11/2025 20:55,Runing,4111,1228,21/11/2025 21:15,Belle séance 🔥
1037,50309,06/12/2025 14:18,Runing,7262,2523,06/12/2025 15:00,
1038,50309,17/12/2025 06:12,Runing,2907,1061,17/12/2025 06:29,
1039,50309,22/12/2025 20:41,Runing,3212,1078,22/12/2025 20:59,Super sortie 💪
1040,50309,24/12/2025 07:41,Runing,3383,815,24/12/2025 07:54,Super sortie 💪
1041,50309,28/12/2025 08:55,Runing,4750,1502,28/12/2025 09:20,Super sortie 💪
1042,50309,29/12/2025 07:25,Runing,6605,2308,29/12/2025 08:03,Super sortie 💪
1043,50309,04/01/2026 12:42,Runing,21019,5549,04/01/2026 14:14,Belle séance 🔥
1044,50309,09/02/2026 07:38,Runing,6006,1515,09/02/2026 08:03,
1045,50309,15/02/2026 14:47,Runing,9731,2244,15/02/2026 15:24,Super sortie 💪
1046,50309,16/02/2026 18:28,Runing,15381,5339,16/02/2026 19:57,
1047,50309,20/02/2026 08:20,Runing,19882,6399,20/02/2026 10:06,Belle séance 🔥
1048,50309,21/02/2026 14:59,Runing,6748,2258,21/02/2026 15:36,Belle séance 🔥
1049,50309,05/03/2026 06:44,Runing,9853,3285,05/03/2026 07:38,Belle séance 🔥
1050,50309,13/03/2026 08:54,Runing,16496,5647,13/03/2026 10:28,
1051,50309,25/03/2026 07:59,Runing,9715,3464,25/03/2026 08:56,Nouveau record !
1052,50309,31/03/2026 19:50,Runing,3110,960,31/03/2026 20:06,
1053,32690,19/04/2025 08:26,Badminton,,3305,19/04/2025 09:21,Partie de double 🏸
1054,32690,02/05/2025 07:01,Badminton,,1894,02/05/2025 07:32,
1055,32690,14/05/2025 08:29,Badminton,,2612,14/05/2025 09:12,Entraînement smash
1056,32690,21/05/2025 08:25,Badminton,,4331,21/05/2025 09:37,Entraînement smash
1057,32690,30/05/2025 08:05,Badminton,,3307,30/05/2025 09:00,Partie de double 🏸
1058,32690,08/06/2025 12:07,Badminton,,1857,08/06/2025 12:38,
1059,32690,13/06/2025 20:52,Badminton,,4559,13/06/2025 22:08,Entraînement smash
1060,32690,23/06/2025 06:12,Badminton,,5330,23/06/2025 07:40,Entraînement smash
1061,32690,25/06/2025 20:08,Badminton,,3566,25/06/2025 21:07,Partie de double 🏸
1062,32690,26/06/2025 18:46,Badminton,,4573,26/06/2025 20:02,Partie de double 🏸
1063,32690,07/07/2025 18:50,Badminton,,2397,07/07/2025 19:30,Partie de double 🏸
1064,32690,09/07/2025 07:39,Badminton,,3647,09/07/2025 08:39,Partie de double 🏸
1065,32690,15/07/2025 07:00,Badminton,,3720,15/07/2025 08:02,Partie de double 🏸
1066,32690,21/07/2025 07:45,Badminton,,3370,21/07/2025 08:41,
1067,32690,28/07/2025 07:06,Badminton,,4081,28/07/2025 08:14,Partie de double 🏸
1068,32690,29/07/2025 06:30,Badminton,,3251,29/07/2025 07:24,
1069,32690,23/08/2025 13:51,Badminton,,4250,23/08/2025 15:01,
1070,32690,29/08/2025 08:16,Badminton,,3866,29/08/2025 09:20,
1071,32690,09/09/2025 19:42,Badminton,,3319,09/09/2025 20:37,Partie de double 🏸
1072,32690,21/09/2025 12:02,Badminton,,4177,21/09/2025 13:11,Partie de double 🏸
1073,32690,25/09/2025 18:59,Badminton,,3189,25/09/2025 19:52,Entraînement smash
1074,32690,28/09/2025 09:05,Badminton,,3099,28/09/2025 09:56,
1075,32690,02/10/2025 08:16,Badminton,,2278,02/10/2025 08:54,Entraînement smash
1076,32690,05/10/2025 08:08,Badminton,,3844,05/10/2025 09:12,Entraînement smash
1077,32690,15/10/2025 19:18,Badminton,,5391,15/10/2025 20:47,Entraînement smash
1078,32690,09/11/2025 12:53,Badminton,,4919,09/11/2025 14:15,Entraînement smash
1079,32690,14/11/2025 19:57,Badminton,,2475,14/11/2025 20:38,Entraînement smash
1080,32690,15/11/2025 13:31,Badminton,,4928,15/11/2025 14:53,Partie de double 🏸
1081,32690,19/11/2025 08:12,Badminton,,2408,19/11/2025 08:52,Partie de double 🏸
1082,32690,20/11/2025 06:30,Badminton,,2865,20/11/2025 07:17,Partie de double 🏸
1083,32690,01/12/2025 20:07,Badminton,,3827,01/12/2025 21:10,Partie de double 🏸
1084,32690,05/12/2025 19:29,Badminton,,3819,05/12/2025 20:32,Partie de double 🏸
1085,32690,06/12/2025 14:46,Badminton,,5350,06/12/2025 16:15,Partie de double 🏸
1086,32690,18/12/2025 06:13,Badminton,,5356,18/12/2025 07:42,Entraînement smash
1087,32690,02/01/2026 18:36,Badminton,,4516,02/01/2026 19:51,
1088,32690,07/01/2026 06:26,Badminton,,2114,07/01/2026 07:01,Partie de double 🏸
1089,32690,23/01/2026 17:01,Badminton,,2964,23/01/2026 17:50,
1090,32690,06/02/2026 17:23,Badminton,,4218,06/02/2026 18:33,Partie de double 🏸
1091,32690,15/02/2026 14:20,Badminton,,2429,15/02/2026 15:00,Partie de double 🏸
1092,32690,16/02/2026 20:29,Badminton,,4373,16/02/2026 21:42,Entraînement smash
1093,32690,20/02/2026 17:02,Badminton,,4487,20/02/2026 18:16,
1094,32690,05/03/2026 07:13,Badminton,,5335,05/03/2026 08:42,Partie de double 🏸
1095,32690,06/03/2026 19:51,Badminton,,2027,06/03/2026 20:24,
1096,32690,12/03/2026 06:25,Badminton,,2845,12/03/2026 07:12,Partie de double 🏸
1097,32690,16/03/2026 06:01,Badminton,,5291,16/03/2026 07:29,Partie de double 🏸
1098,32690,04/04/2026 09:24,Badminton,,4992,04/04/2026 10:47,Entraînement smash
1099,32690,08/04/2026 07:19,Badminton,,3810,08/04/2026 08:22,Entraînement smash
1100,32690,10/04/2026 08:22,Badminton,,4525,10/04/2026 09:37,Partie de double 🏸
1101,43861,29/07/2025 20:30,Runing,10797,3074,29/07/2025 21:21,
1102,43861,05/01/2026 18:40,Runing,15959,6020,05/01/2026 20:20,
1103,17027,11/05/2025 11:42,Tennis,,4775,11/05/2025 13:01,Entraînement technique
1104,17027,12/05/2025 07:07,Tennis,,6491,12/05/2025 08:55,Victoire 6-3 6-4 🎾
1105,17027,27/05/2025 06:05,Tennis,,6109,27/05/2025 07:46,
1106,17027,28/05/2025 19:48,Tennis,,6385,28/05/2025 21:34,
1107,17027,30/05/2025 07:13,Tennis,,4216,30/05/2025 08:23,Victoire 6-3 6-4 🎾
1108,17027,05/06/2025 08:27,Tennis,,7077,05/06/2025 10:25,Victoire 6-3 6-4 🎾
1109,17027,12/06/2025 06:00,Tennis,,4106,12/06/2025 07:08,
1110,17027,22/06/2025 11:29,Tennis,,6018,22/06/2025 13:09,
1111,17027,03/07/2025 20:39,Tennis,,5655,03/07/2025 22:13,
1112,17027,06/07/2025 13:44,Tennis,,5935,06/07/2025 15:23,Entraînement technique
1113,17027,23/08/2025 08:08,Tennis,,3806,23/08/2025 09:11,Victoire 6-3 6-4 🎾
1114,17027,13/09/2025 09:07,Tennis,,2830,13/09/2025 09:54,
1115,17027,16/09/2025 06:30,Tennis,,3889,16/09/2025 07:34,
1116,17027,18/09/2025 06:05,Tennis,,5165,18/09/2025 07:31,Entraînement technique
1117,17027,15/11/2025 09:30,Tennis,,6156,15/11/2025 11:12,Victoire 6-3 6-4 🎾
1118,17027,21/11/2025 06:47,Tennis,,6347,21/11/2025 08:32,Entraînement technique
1119,17027,22/11/2025 11:01,Tennis,,6382,22/11/2025 12:47,
1120,17027,27/11/2025 18:36,Tennis,,5909,27/11/2025 20:14,Victoire 6-3 6-4 🎾
1121,17027,13/12/2025 10:00,Tennis,,3541,13/12/2025 10:59,
1122,17027,18/12/2025 20:54,Tennis,,6760,18/12/2025 22:46,
1123,17027,27/12/2025 12:38,Tennis,,5082,27/12/2025 14:02,Victoire 6-3 6-4 🎾
1124,17027,04/01/2026 11:25,Tennis,,6682,04/01/2026 13:16,
1125,17027,05/01/2026 08:45,Tennis,,3197,05/01/2026 09:38,
1126,17027,10/01/2026 08:27,Tennis,,5287,10/01/2026 09:55,
1127,17027,11/01/2026 08:17,Tennis,,6117,11/01/2026 09:59,Entraînement technique
1128,17027,12/01/2026 20:28,Tennis,,6273,12/01/2026 22:12,Victoire 6-3 6-4 🎾
1129,17027,25/01/2026 09:18,Tennis,,4274,25/01/2026 10:29,Entraînement technique
1130,17027,03/02/2026 07:32,Tennis,,4499,03/02/2026 08:47,
1131,17027,06/03/2026 19:08,Tennis,,5103,06/03/2026 20:33,
1132,17027,15/03/2026 13:24,Tennis,,6114,15/03/2026 15:06,
1133,17027,03/04/2026 19:51,Tennis,,4027,03/04/2026 20:58,
1134,17027,04/04/2026 09:18,Tennis,,3406,04/04/2026 10:14,
1135,99401,27/04/2025 14:48,Runing,5634,1431,27/04/2025 15:11,Super sortie 💪
1136,99401,04/05/2025 14:35,Runing,3375,936,04/05/2025 14:50,Super sortie 💪
1137,99401,11/05/2025 14:13,Runing,13850,4797,11/05/2025 15:33,
1138,99401,12/05/2025 08:09,Runing,13918,4206,12/05/2025 09:19,Nouveau record !
1139,99401,13/05/2025 07:15,Runing,17521,5693,13/05/2025 08:50,Super sortie 💪
1140,99401,20/05/2025 19:23,Runing,10042,3826,20/05/2025 20:26,
1141,99401,08/06/2025 14:14,Runing,6521,1658,08/06/2025 14:41,
1142,99401,10/06/2025 07:28,Runing,6770,1854,10/06/2025 07:59,Super sortie 💪
1143,99401,15/06/2025 08:21,Runing,12315,4080,15/06/2025 09:29,
1144,99401,18/06/2025 06:42,Runing,6946,1569,18/06/2025 07:08,Belle séance 🔥
1145,99401,23/06/2025 20:46,Runing,12279,2736,23/06/2025 21:31,Belle séance 🔥
1146,99401,04/07/2025 18:28,Runing,8721,2229,04/07/2025 19:05,
1147,99401,07/07/2025 19:49,Runing,8464,1941,07/07/2025 20:21,Belle séance 🔥
1148,99401,08/07/2025 18:13,Runing,5041,1439,08/07/2025 18:37,Belle séance 🔥
1149,99401,15/07/2025 08:01,Runing,19692,5324,15/07/2025 09:29,Belle séance 🔥
1150,99401,16/07/2025 08:46,Runing,3964,960,16/07/2025 09:02,Belle séance 🔥
1151,99401,29/07/2025 06:28,Runing,11763,3051,29/07/2025 07:18,Belle séance 🔥
1152,99401,03/08/2025 09:51,Runing,21057,6562,03/08/2025 11:40,Nouveau record !
1153,99401,10/08/2025 10:19,Runing,11323,3312,10/08/2025 11:14,Nouveau record !
1154,99401,12/08/2025 08:06,Runing,12742,3540,12/08/2025 09:05,Belle séance 🔥
1155,99401,16/08/2025 11:06,Runing,6802,1953,16/08/2025 11:38,Super sortie 💪
1156,99401,28/08/2025 17:56,Runing,6261,1871,28/08/2025 18:27,Belle séance 🔥
1157,99401,29/08/2025 20:55,Runing,10640,3128,29/08/2025 21:47,
1158,99401,01/09/2025 20:52,Runing,7336,2472,01/09/2025 21:33,
1159,99401,20/09/2025 09:45,Runing,18816,4380,20/09/2025 10:58,Nouveau record !
1160,99401,07/10/2025 07:47,Runing,7139,1693,07/10/2025 08:15,Super sortie 💪
1161,99401,09/10/2025 08:07,Runing,14110,3690,09/10/2025 09:08,Nouveau record !
1162,99401,16/10/2025 19:23,Runing,11937,3603,16/10/2025 20:23,Nouveau record !
1163,99401,17/10/2025 06:59,Runing,11999,2821,17/10/2025 07:46,
1164,99401,18/10/2025 08:07,Runing,19941,6925,18/10/2025 10:02,
1165,99401,16/11/2025 11:36,Runing,12148,3790,16/11/2025 12:39,
1166,99401,24/11/2025 07:32,Runing,17103,4657,24/11/2025 08:49,Nouveau record !
1167,99401,28/11/2025 08:51,Runing,15422,5273,28/11/2025 10:19,Belle séance 🔥
1168,99401,08/12/2025 17:47,Runing,11089,3307,08/12/2025 18:42,Super sortie 💪
1169,99401,23/12/2025 08:41,Runing,20328,8385,23/12/2025 11:00,Super sortie 💪
1170,99401,25/12/2025 18:32,Runing,2611,1049,25/12/2025 18:49,Nouveau record !
1171,99401,26/12/2025 06:15,Runing,20990,6843,26/12/2025 08:09,Belle séance 🔥
1172,99401,31/12/2025 17:55,Runing,2762,840,31/12/2025 18:09,Super sortie 💪
1173,99401,06/01/2026 19:16,Runing,4982,1700,06/01/2026 19:44,Nouveau record !
1174,99401,28/01/2026 07:16,Runing,4936,1948,28/01/2026 07:48,Nouveau record !
1175,99401,30/01/2026 06:01,Runing,3916,1197,30/01/2026 06:21,Nouveau record !
1176,99401,21/02/2026 11:57,Runing,12623,4675,21/02/2026 13:15,Super sortie 💪
1177,99401,22/02/2026 08:12,Runing,9851,2651,22/02/2026 08:56,
1178,99401,28/02/2026 12:48,Runing,18528,5421,28/02/2026 14:18,Super sortie 💪
1179,99401,26/03/2026 20:04,Runing,17865,7195,26/03/2026 22:04,Super sortie 💪
1180,99401,30/03/2026 07:48,Runing,20176,5173,30/03/2026 09:14,
1181,99401,06/04/2026 07:50,Runing,6665,2332,06/04/2026 08:28,Nouveau record !
1182,99401,14/04/2026 20:02,Runing,2032,571,14/04/2026 20:11,Belle séance 🔥
1183,86847,18/04/2025 07:50,Football,,6258,18/04/2025 09:34,
1184,86847,19/04/2025 08:34,Football,,3726,19/04/2025 09:36,
1185,86847,20/04/2025 11:43,Football,,4105,20/04/2025 12:51,Entraînement collectif
1186,86847,22/04/2025 19:11,Football,,6455,22/04/2025 20:58,Match gagné ⚽
1187,86847,26/04/2025 08:29,Football,,5117,26/04/2025 09:54,Match gagné ⚽
1188,86847,11/05/2025 11:00,Football,,4507,11/05/2025 12:15,
1189,86847,18/05/2025 08:48,Football,,4751,18/05/2025 10:07,
1190,86847,23/05/2025 08:05,Football,,6112,23/05/2025 09:46,
1191,86847,02/06/2025 07:31,Football,,5086,02/06/2025 08:55,Match gagné ⚽
1192,86847,19/06/2025 07:00,Football,,4403,19/06/2025 08:13,
1193,86847,25/06/2025 17:36,Football,,5649,25/06/2025 19:10,Entraînement collectif
1194,86847,28/06/2025 09:35,Football,,4393,28/06/2025 10:48,
1195,86847,09/07/2025 08:37,Football,,4125,09/07/2025 09:45,
1196,86847,12/07/2025 08:08,Football,,4663,12/07/2025 09:25,
1197,86847,15/07/2025 06:54,Football,,6377,15/07/2025 08:40,Match gagné ⚽
1198,86847,03/08/2025 13:43,Football,,5782,03/08/2025 15:19,
1199,86847,04/08/2025 07:27,Football,,6225,04/08/2025 09:10,
1200,86847,21/08/2025 17:27,Football,,5266,21/08/2025 18:54,Entraînement collectif
1201,86847,24/08/2025 08:43,Football,,5722,24/08/2025 10:18,Entraînement collectif
1202,86847,29/08/2025 07:56,Football,,6554,29/08/2025 09:45,Match gagné ⚽
1203,86847,04/09/2025 19:34,Football,,5438,04/09/2025 21:04,Entraînement collectif
1204,86847,08/09/2025 06:21,Football,,3935,08/09/2025 07:26,
1205,86847,09/09/2025 18:04,Football,,4623,09/09/2025 19:21,Match gagné ⚽
1206,86847,18/09/2025 19:04,Football,,6164,18/09/2025 20:46,
1207,86847,27/09/2025 08:01,Football,,5565,27/09/2025 09:33,Entraînement collectif
1208,86847,29/09/2025 19:15,Football,,4041,29/09/2025 20:22,Entraînement collectif
1209,86847,03/10/2025 06:52,Football,,4966,03/10/2025 08:14,
1210,86847,09/10/2025 17:48,Football,,3991,09/10/2025 18:54,
1211,86847,10/10/2025 07:03,Football,,3736,10/10/2025 08:05,Entraînement collectif
1212,86847,14/10/2025 07:03,Football,,5410,14/10/2025 08:33,Match gagné ⚽
1213,86847,29/10/2025 07:06,Football,,6375,29/10/2025 08:52,Match gagné ⚽
1214,86847,06/11/2025 17:54,Football,,5162,06/11/2025 19:20,Entraînement collectif
1215,86847,15/11/2025 08:39,Football,,5283,15/11/2025 10:07,Match gagné ⚽
1216,86847,25/11/2025 17:24,Football,,5501,25/11/2025 18:55,Entraînement collectif
1217,86847,05/12/2025 17:41,Football,,6367,05/12/2025 19:27,Match gagné ⚽
1218,86847,09/12/2025 07:06,Football,,4020,09/12/2025 08:13,Match gagné ⚽
1219,86847,17/12/2025 08:57,Football,,5947,17/12/2025 10:36,Match gagné ⚽
1220,86847,20/12/2025 13:32,Football,,4649,20/12/2025 14:49,Entraînement collectif
1221,86847,01/01/2026 20:11,Football,,4595,01/01/2026 21:27,Match gagné ⚽
1222,86847,04/01/2026 14:02,Football,,3847,04/01/2026 15:06,Match gagné ⚽
1223,86847,16/01/2026 20:19,Football,,5990,16/01/2026 21:58,
1224,86847,27/01/2026 18:19,Football,,6071,27/01/2026 20:00,Entraînement collectif
1225,86847,31/01/2026 10:23,Football,,3633,31/01/2026 11:23,
1226,86847,11/02/2026 08:15,Football,,5677,11/02/2026 09:49,
1227,86847,18/02/2026 20:12,Football,,4420,18/02/2026 21:25,
1228,86847,23/02/2026 17:12,Football,,6335,23/02/2026 18:57,Entraînement collectif
1229,86847,24/02/2026 20:54,Football,,5969,24/02/2026 22:33,
1230,86847,07/03/2026 10:39,Football,,4827,07/03/2026 11:59,Entraînement collectif
1231,86847,09/03/2026 07:29,Football,,3772,09/03/2026 08:31,Entraînement collectif
1232,86847,14/03/2026 09:58,Football,,3615,14/03/2026 10:58,
1233,86847,23/03/2026 18:39,Football,,4473,23/03/2026 19:53,Match gagné ⚽
1234,86847,28/03/2026 11:47,Football,,4957,28/03/2026 13:09,
1235,86847,01/04/2026 18:11,Football,,3627,01/04/2026 19:11,Entraînement collectif
1236,86847,02/04/2026 17:01,Football,,5872,02/04/2026 18:38,Match gagné ⚽
1237,86847,07/04/2026 19:12,Football,,6185,07/04/2026 20:55,
1238,86847,09/04/2026 07:12,Football,,4410,09/04/2026 08:25,Entraînement collectif
1239,86847,10/04/2026 18:46,Football,,4313,10/04/2026 19:58,Entraînement collectif
1240,86847,13/04/2026 08:12,Football,,3688,13/04/2026 09:13,Match gagné ⚽
1241,86847,15/04/2026 07:53,Football,,6374,15/04/2026 09:39,Match gagné ⚽
1242,58045,21/05/2025 06:12,Runing,19450,6032,21/05/2025 07:52,
1243,58045,13/06/2025 08:48,Runing,21245,7583,13/06/2025 10:54,Nouveau record !
1244,58045,17/06/2025 07:40,Runing,11177,3002,17/06/2025 08:30,
1245,58045,14/07/2025 17:50,Runing,4125,1448,14/07/2025 18:14,Belle séance 🔥
1246,58045,03/08/2025 11:33,Runing,17213,6398,03/08/2025 13:19,
1247,58045,18/08/2025 20:17,Runing,21044,7171,18/08/2025 22:16,Super sortie 💪
1248,58045,21/09/2025 09:14,Runing,8651,2506,21/09/2025 09:55,Nouveau record !
1249,58045,08/10/2025 20:36,Runing,7151,1704,08/10/2025 21:04,Super sortie 💪
1250,58045,24/10/2025 17:28,Runing,19000,6236,24/10/2025 19:12,
1251,58045,25/10/2025 12:39,Runing,13022,4012,25/10/2025 13:45,
1252,58045,26/11/2025 20:17,Runing,14529,5648,26/11/2025 21:51,Belle séance 🔥
1253,58045,07/12/2025 13:04,Runing,13766,3273,07/12/2025 13:58,Super sortie 💪
1254,58045,12/01/2026 07:07,Runing,4337,1406,12/01/2026 07:30,Belle séance 🔥
1255,58045,03/03/2026 19:19,Runing,10993,3973,03/03/2026 20:25,Nouveau record !
1256,58045,19/03/2026 08:49,Runing,11813,3843,19/03/2026 09:53,
1257,58045,22/03/2026 11:52,Runing,21003,5002,22/03/2026 13:15,Nouveau record !
1258,58045,17/04/2026 07:46,Runing,8877,2693,17/04/2026 08:31,
1259,53673,22/04/2025 06:21,Voile,21661,4556,22/04/2025 07:37,Régates ce week-end !
1260,53673,29/04/2025 06:43,Voile,21117,8881,29/04/2025 09:11,
1261,53673,03/05/2025 11:01,Voile,9117,3799,03/05/2025 12:04,Régates ce week-end !
1262,53673,04/05/2025 10:13,Voile,10636,3719,04/05/2025 11:15,Régates ce week-end !
1263,53673,20/05/2025 06:10,Voile,13707,2940,20/05/2025 06:59,Navigation sur l'étang ⛵
1264,53673,31/05/2025 08:08,Voile,20578,6628,31/05/2025 09:58,Régates ce week-end !
1265,53673,22/06/2025 14:13,Voile,7257,1513,22/06/2025 14:38,
1266,53673,28/06/2025 13:30,Voile,8202,2341,28/06/2025 14:09,
1267,53673,05/07/2025 09:32,Voile,26487,6239,05/07/2025 11:16,Navigation sur l'étang ⛵
1268,53673,23/07/2025 06:52,Voile,16082,4002,23/07/2025 07:58,Régates ce week-end !
1269,53673,31/07/2025 20:29,Voile,21878,9488,31/07/2025 23:07,
1270,53673,03/08/2025 11:22,Voile,25947,6065,03/08/2025 13:03,Régates ce week-end !
1271,53673,11/08/2025 18:15,Voile,8884,1978,11/08/2025 18:48,Régates ce week-end !
1272,53673,18/09/2025 07:25,Voile,25893,5074,18/09/2025 08:49,Navigation sur l'étang ⛵
1273,53673,21/09/2025 10:56,Voile,23581,6743,21/09/2025 12:48,Navigation sur l'étang ⛵
1274,53673,25/09/2025 18:26,Voile,27964,8400,25/09/2025 20:46,Navigation sur l'étang ⛵
1275,53673,01/10/2025 19:28,Voile,8401,3049,01/10/2025 20:18,Régates ce week-end !
1276,53673,04/10/2025 08:04,Voile,23934,6153,04/10/2025 09:46,Régates ce week-end !
1277,53673,08/10/2025 07:25,Voile,4237,1924,08/10/2025 07:57,Navigation sur l'étang ⛵
1278,53673,09/10/2025 20:29,Voile,5235,2402,09/10/2025 21:09,
1279,53673,16/10/2025 18:52,Voile,12146,2507,16/10/2025 19:33,Navigation sur l'étang ⛵
1280,53673,26/10/2025 12:06,Voile,8807,3076,26/10/2025 12:57,Régates ce week-end !
1281,53673,30/10/2025 06:43,Voile,11953,4720,30/10/2025 08:01,Navigation sur l'étang ⛵
1282,53673,01/11/2025 13:02,Voile,25119,6902,01/11/2025 14:57,Navigation sur l'étang ⛵
1283,53673,04/11/2025 17:44,Voile,13103,4009,04/11/2025 18:50,Navigation sur l'étang ⛵
1284,53673,10/11/2025 07:23,Voile,10816,3757,10/11/2025 08:25,Navigation sur l'étang ⛵
1285,53673,17/11/2025 06:43,Voile,24920,12425,17/11/2025 10:10,Navigation sur l'étang ⛵
1286,53673,18/11/2025 08:02,Voile,16621,4995,18/11/2025 09:25,Régates ce week-end !
1287,53673,21/11/2025 08:59,Voile,20750,6420,21/11/2025 10:46,Navigation sur l'étang ⛵
1288,53673,23/11/2025 09:06,Voile,14684,4464,23/11/2025 10:20,
1289,53673,28/11/2025 17:13,Voile,18033,6992,28/11/2025 19:09,Régates ce week-end !
1290,53673,04/12/2025 08:04,Voile,10161,3310,04/12/2025 08:59,Régates ce week-end !
1291,53673,29/12/2025 18:06,Voile,22656,7819,29/12/2025 20:16,Régates ce week-end !
1292,53673,16/01/2026 18:11,Voile,23819,5767,16/01/2026 19:47,
1293,53673,18/01/2026 11:04,Voile,13980,7370,18/01/2026 13:06,Régates ce week-end !
1294,53673,28/01/2026 07:14,Voile,3695,1036,28/01/2026 07:31,Régates ce week-end !
1295,53673,02/02/2026 06:39,Voile,5601,2505,02/02/2026 07:20,Régates ce week-end !
1296,53673,05/02/2026 18:13,Voile,24038,12335,05/02/2026 21:38,
